Date;Sampling;Plot;Treat;Rep;Sub_sample;Weight;Phylum_SubPhylum;Class_SubClass;Order_SubOrder;Family_SubFamily;Genus;Species;Unclassified;Stadium;Weighted_Abundance;Trophic_level;Obs;Taxres_max
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;86;NA;NA;Chironominae
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;1;NA;NA;Coenagrion
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;1;NA;NA;elegans
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;99;NA;NA;Culex
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;10;NA;NA;oryzophilus
2022-07-15;2;P04;MSD;2;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;3;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;NA;NA;Larvae;1;NA;Comprovar estado;Hydaticus
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;2;NA;NA;Hydroglyphus
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;5;NA;NA;Orthocladiinae
2022-07-15;2;P04;MSD;2;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;308;NA;NA;acuta
2022-07-15;2;P04;MSD;2;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;9;NA;NA;pygmaea
2022-07-15;2;P04;MSD;2;N;1;NA;NA;NA;NA;NA;NA;Graphoderus sp;NA;1;NA;"Enviado; Bote 59 (Acilius/ Graphoderus)";NA
2022-07-15;2;P04;MSD;2;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero;NA;6;NA;NA;NA
2022-07-15;2;P04;MSD;2;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 2;NA;2;NA;NA;NA
2022-07-15;2;P04;MSD;2;N;1;NA;NA;NA;NA;NA;NA;Sanguijuela pequena;NA;1;NA;NA;NA
2022-07-15;2;P04;MSD;2;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;679;NA;NA;Cyclopoida
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;53;NA;NA;Chironominae
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;20;NA;NA;elegans
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;16;NA;NA;Culex
2022-07-15;2;P05;AWD;2;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;12;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;NA;NA;Larvae;0;NA;Muy deteriorado;Hydaticus
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;5;NA;NA;Hydroglyphus
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;2;NA;NA;Hydroglyphus
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;1;NA;NA;Gerris
2022-07-15;2;P05;AWD;2;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;3;NA;NA;peregra
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;1;NA;NA;Orthocladiinae
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;1;NA;NA;Orthocladiinae
2022-07-15;2;P05;AWD;2;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;15;NA;NA;acuta
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Diptera;Stratiomyidae;NA;NA;NA;NA;1;NA;Grande, 4cm;Stratiomyidae
2022-07-15;2;P05;AWD;2;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;11;NA;NA;pygmaea
2022-07-15;2;P05;AWD;2;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;159;NA;NA;Cyclopoida
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;5;NA;NA;Baetidae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;12;NA;NA;Caenis
2022-07-15;2;P06;CON;2;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;3;NA;NA;clarkii
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;3;NA;NA;Chironominae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;37;NA;NA;Chironominae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;1;NA;NA;Coenagrion
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;46;NA;"Enviado; Foto 144; Tattoo en cabeza";elegans
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;graellsii;NA;NA;2;NA;NA;graellsii
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;4;NA;Enviado;nigrolineata
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Anopheles;NA;NA;NA;1;NA;NA;Anopheles
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;Pupa;4;NA;NA;Culex
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;131;NA;NA;Culex
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;23;NA;NA;oryzophilus
2022-07-15;2;P06;CON;2;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;16;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;18;NA;NA;Hydroglyphus
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;12;NA;NA;Gerris
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;3;NA;NA;Helochares
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;NA;NA;3;NA;NA;fonscolombii
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;lefebvrii;NA;NA;0;NA;NA;lefebvrii
2022-07-15;2;P06;CON;2;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;222;NA;NA;peregra
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;7;NA;Enviado;sardeus
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;1;NA;NA;Orthocladiinae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;2;NA;NA;Orthocladiinae
2022-07-15;2;P06;CON;2;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;454;NA;NA;acuta
2022-07-15;2;P06;CON;2;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;11;NA;NA;carinatus
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Sciomyzidae;NA;NA;NA;NA;1;NA;NA;Sciomyzidae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;7;NA;NA;Tanypodinae
2022-07-15;2;P06;CON;2;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;26;NA;NA;pygmaea
2022-07-15;2;P06;CON;2;N;1;NA;NA;NA;NA;NA;NA;Coenagrion/ graellsii;NA;1;NA;"Enviado; Foto 145";NA
2022-07-15;2;P06;CON;2;N;1;NA;NA;NA;NA;NA;NA;No identificado 1;NA;1;NA;NA;NA
2022-07-15;2;P06;CON;2;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero;NA;2;NA;NA;NA
2022-07-15;2;P06;CON;2;Y;2;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;742;NA;NA;Cyclopoida
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;1;NA;NA;Caenis
2022-07-15;2;P07;MSD;3;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;1;NA;NA;clarkii
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;2;NA;NA;Ceratopogoninae
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;1;NA;NA;Chironominae
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;104;NA;NA;Chironominae
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;1;NA;NA;Coenagrion
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;1;NA;NA;elegans
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;1;NA;NA;nigrolineata
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Culicinae;Aedes;NA;NA;NA;1;NA;NA;Aedes
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;110;NA;NA;Culex
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;12;NA;NA;oryzophilus
2022-07-15;2;P07;MSD;3;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;4;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;3;NA;NA;Hydroglyphus
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;1;NA;NA;Gerris
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;2;NA;NA;Helochares
2022-07-15;2;P07;MSD;3;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;14;NA;NA;peregra
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;NA;NA;3;NA;NA;vittigera
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;9;NA;NA;Orthocladiinae
2022-07-15;2;P07;MSD;3;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;164;NA;NA;acuta
2022-07-15;2;P07;MSD;3;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;2;NA;NA;carinatus
2022-07-15;2;P07;MSD;3;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;16;NA;NA;pygmaea
2022-07-15;2;P07;MSD;3;N;1;NA;NA;NA;NA;NA;NA;No identificado 1;NA;3;NA;NA;NA
2022-07-15;2;P07;MSD;3;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero;NA;6;NA;NA;NA
2022-07-15;2;P07;MSD;3;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 2;NA;1;NA;NA;NA
2022-07-15;2;P07;MSD;3;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;231;NA;NA;Cyclopoida
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;5;NA;NA;Caenis
2022-07-15;2;P08;CON;3;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;2;NA;NA;clarkii
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;43;NA;NA;Chironominae
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;0;NA;NA;Coenagrion
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;18;NA;NA;elegans
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;graellsii;NA;NA;2;NA;"Enviada; Tatoo";graellsii
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;2;NA;NA;nigrolineata
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Culicinae;Anopheles;NA;NA;NA;1;NA;NA;Anopheles
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;Pupa;2;NA;NA;Culex
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;39;NA;NA;Culex
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;12;NA;NA;oryzophilus
2022-07-15;2;P08;CON;3;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;30;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;1;NA;NA;Hydroglyphus
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;2;NA;NA;Hydroglyphus
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;10;NA;NA;Gerris
2022-07-15;2;P08;CON;3;N;1;Cnidaria;Hydrozoa;Hydreyueduoida;Hydridae;NA;NA;NA;NA;4;NA;NA;Hydridae
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;4;NA;NA;Helochares
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;NA;NA;6;NA;NA;fonscolombii
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;lefebvrii;NA;NA;1;NA;NA;lefebvrii
2022-07-15;2;P08;CON;3;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;236;NA;NA;peregra
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;NA;NA;13;NA;"Enviado; Foto 147-150";vittigera
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Heteroptera;Notonectidae;Anisops;sardeus;NA;NA;4;NA;NA;sardeus
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;Pupa;2;NA;NA;Orthocladiinae
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;3;NA;NA;Orthocladiinae
2022-07-15;2;P08;CON;3;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;388;NA;NA;acuta
2022-07-15;2;P08;CON;3;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;35;NA;NA;carinatus
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Diptera;Tanypodinae;NA;NA;NA;NA;6;NA;NA;Tanypodinae
2022-07-15;2;P08;CON;3;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;13;NA;NA;pygmaea
2022-07-15;2;P08;CON;3;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;429;NA;NA;Cyclopoida
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;1;NA;NA;Ceratopogoninae
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;22;NA;NA;Chironominae
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;1;NA;NA;nigrolineata
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;1;NA;NA;oryzophilus
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;14;NA;NA;Hydroglyphus
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;3;NA;NA;Hydroglyphus
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Diptera;Ephydridae;NA;NA;NA;NA;1;NA;NA;Ephydridae
2022-07-15;2;P09;AWD;3;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;52;NA;NA;peregra
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;12;NA;NA;Orthocladiinae
2022-07-15;2;P09;AWD;3;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;32;NA;NA;acuta
2022-07-15;2;P09;AWD;3;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;4;NA;NA;carinatus
2022-07-15;2;P09;AWD;3;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;1;NA;NA;pygmaea
2022-07-15;2;P09;AWD;3;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero;NA;1;NA;NA;NA
2022-07-15;2;P09;AWD;3;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;92;NA;NA;Cyclopoida
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;Pupa;4;NA;NA;Ceratopogoninae
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;5;NA;NA;Ceratopogoninae
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;183;NA;NA;Chironominae
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;2;NA;NA;elegans
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;Pupa;1;NA;NA;Culex
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;1;NA;NA;Culex
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;1;NA;NA;oryzophilus
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;5;NA;NA;Hydroglyphus
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Larvae;4;NA;NA;Hydroglyphus
2022-07-15;2;P10;AWD;4;N;1;Annelida;Clitellata;Arhynchobdellida;Erpobdellidae;Erpobdella;NA;NA;NA;1;NA;NA;Erpobdella
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;NA;NA;Larvae;2;NA;NA;Helochares
2022-07-15;2;P10;AWD;4;N;1;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;376;NA;NA;peregra
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;10;NA;NA;Orthocladiinae
2022-07-15;2;P10;AWD;4;N;1;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;157;NA;NA;acuta
2022-07-15;2;P10;AWD;4;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;5;NA;NA;carinatus
2022-07-15;2;P10;AWD;4;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;5;NA;NA;pygmaea
2022-07-15;2;P10;AWD;4;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;326;NA;NA;Cyclopoida
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;NA;NA;NA;1;NA;NA;Caenis
2022-07-15;2;P11;MSD;4;N;1;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;NA;NA;3;NA;NA;clarkii
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;NA;2;NA;NA;Ceratopogoninae
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;13;NA;NA;Chironominae
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;20;NA;NA;Culex
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;3;NA;NA;oryzophilus
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;NA;NA;NA;1;NA;NA;Gerris
2022-07-15;2;P11;MSD;4;Y;2;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;NA;NA;184;NA;NA;peregra
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;NA;NA;3;NA;NA;vittigera
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Diptera;Orthocladiinae;NA;NA;NA;NA;2;NA;NA;Orthocladiinae
2022-07-15;2;P11;MSD;4;Y;2;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;NA;NA;574;NA;NA;acuta
2022-07-15;2;P11;MSD;4;N;1;Mollusca;Gastropoda;Basommatophora;Planorbidae;Planorbis;carinatus;NA;NA;55;NA;NA;carinatus
2022-07-15;2;P11;MSD;4;N;1;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;NA;NA;4;NA;NA;pygmaea
2022-07-15;2;P11;MSD;4;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero;NA;1;NA;NA;NA
2022-07-15;2;P11;MSD;4;N;1;NA;NA;NA;NA;NA;NA;Pupa diptero 2;NA;1;NA;NA;NA
2022-07-15;2;P11;MSD;4;N;1;Crustacea;Copepoda;Cyclopoida;NA;NA;NA;NA;NA;332;NA;NA;Cyclopoida
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Ephemeroptera;Baetidae;NA;NA;NA;NA;1;NA;NA;Baetidae
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Ceratopogoninae;NA;NA;NA;Pupa;1;NA;NA;Ceratopogoninae
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;Pupa;2;NA;NA;Chironominae
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Chironominae;NA;NA;NA;NA;23;NA;NA;Chironominae
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Coenagrion;NA;NA;NA;1;NA;NA;Coenagrion
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;NA;NA;24;NA;NA;elegans
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;graellsii;NA;NA;2;NA;NA;graellsii
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Heteroptera;Corixinae;Sigara;nigrolineata;NA;NA;5;NA;NA;nigrolineata
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Culicinae;Anopheles;NA;NA;NA;2;NA;NA;Anopheles
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;Pupa;4;NA;NA;Culex
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Diptera;Culicinae;Culex;NA;NA;NA;37;NA;NA;Culex
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;NA;Adult;20;NA;NA;oryzophilus
2022-07-15;2;P12;CON;4;N;1;Crustacea;Branchiopoda;Cladocera;Daphniidae/ Moinidae;NA;NA;NA;NA;36;NA;NA;Daphniidae/ Moinidae
2022-07-15;2;P12;CON;4;N;1;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;NA;NA;Adult;1;NA;NA;Hydroglyphus
