Date,Sampling,Plot,Treat,Sub_sample,Weight,Phylum_SubPhylum,Class_SubClass,Order_SubOrder,Family_SubFamily,Genus,Species,Stadium,Unclassified,Trophic_level,Abundance,Weighted_Abundance,Obs
2022-07-15,2,P05,AWD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,16,16,
2022-07-15,2,P05,AWD,N,1,Crustacea,Ostracoda (largo),,,,,,,,5,5,
2022-07-15,2,P05,AWD,N,1,Annelida,Oligochaeta,,,,,,,,117,117,
2022-07-15,2,P05,AWD,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,12,12,
2022-07-15,2,P06,CON,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,3,3,
2022-07-15,2,P06,CON,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,,,,11,11,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,3,3,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,fonscolombii,,,,2,2,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,,,,1,1,Enviado; Foto 144; Tattoo en cabeza
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,,,,12,12,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,36,36,
2022-07-15,2,P06,CON,N,1,,,,,,,,Coenagrion/ graellsii,,1,1,Enviado; Foto 145
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,7,7,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,23,23,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,12,12,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,37,37,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Anopheles,sp,,,,1,1,
2022-07-15,2,P06,CON,N,1,Nematoda,,,,,,,,,5,5,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,18,18,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,26,26,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,3,3,
2022-07-15,2,P06,CON,N,1,Arthropoda,Collembola,,,,,,,,4,4,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,2,2,
2022-07-15,2,P06,CON,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,16,16,
2022-07-15,2,P06,CON,N,1,Crustacea,Ostracoda (azul),,,,,,,,18,18,
2022-07-15,2,P06,CON,N,1,Crustacea,Ostracoda (redondo),,,,,,,,41,41,
2022-07-15,2,P06,CON,N,1,,,,,,,,Pupa diptero,,2,2,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,Sigara,sp,,,,1,1,Enviado
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Heteroptera,Notonectidae,Anisops,sp,,,,7,7,Enviado
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,3,3,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,1,1,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Sciomyzidae,,,,,,1,1,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,,,,,,1,1,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-07-15,2,P06,CON,N,1,,,,,,,,No identificado 1,,1,1,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,12,12,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,,,5,5,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,Pupa,,,4,4,
2022-07-15,2,P06,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,227,454,
2022-07-15,2,P06,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,111,222,
2022-07-15,2,P06,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,131,131,
2022-07-15,2,P06,CON,Y,2,Crustacea,Copepoda,Cyclopoida,,,,,,,127,254,
2022-07-15,2,P06,CON,N,1,Crustacea,Ostracoda (largo),,,,,,,,62,62,
2022-07-15,2,P06,CON,Y,2,Annelida,Oligochaeta,,,,,,,,179,358,
2022-07-15,2,P07,MSD,N,1,,,,,,,,Pupa diptero,,6,6,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Collembola,,,,,,,,33,33,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Aedes,sp,,,,1,1,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,12,12,
2022-07-15,2,P07,MSD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,1,1,
2022-07-15,2,P07,MSD,N,1,Nematoda,,,,,,,,,2,2,
2022-07-15,2,P07,MSD,N,1,Crustacea,Ostracoda (azul),,,,,,,,3,3,
2022-07-15,2,P07,MSD,N,1,Crustacea,Ostracoda (largo),,,,,,,,6,6,
2022-07-15,2,P07,MSD,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,4,4,
2022-07-15,2,P07,MSD,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,1,1,
2022-07-15,2,P07,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,82,164,
2022-07-15,2,P07,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,7,14,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,3,3,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,14,14,
2022-07-15,2,P07,MSD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,2,2,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,Sigara,sp,,,,1,1,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,1,1,
2022-07-15,2,P07,MSD,N,1,,,,,,,,Pupa diptero 2,,1,1,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrion,sp,,,,1,1,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,2,2,
2022-07-15,2,P07,MSD,N,1,,,,,,,,No identificado 1,,3,3,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,2,2,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Heteroptera,Mesoveliidae,Mesovelia,vittigera,,,,3,3,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,1,1,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,1,1,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,2,2,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,1,1,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,9,9,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,104,104,
2022-07-15,2,P07,MSD,Y,2,Annelida,Oligochaeta,,,,,,,,56,112,
2022-07-15,2,P07,MSD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,74,74,
2022-07-15,2,P07,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,110,110,
2022-07-15,2,P08,CON,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,2,2,
2022-07-15,2,P08,CON,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,25,25,
2022-07-15,2,P08,CON,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Planorbis,sp,,,,10,10,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,10,10,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,graellsii,,,,1,1,Enviada; Tatoo
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,,,,10,10,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,graellsii,,,,1,1,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,8,8,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,12,12,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,4,4,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,1,1,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,3,3,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Tanypodinae,,,,,,6,6,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Anopheles,sp,,,,1,1,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Heteroptera,Mesoveliidae,Mesovelia,vittigera,,,,13,13,Enviado; Foto 147-150
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,6,6,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,7,7,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,,,,,,7,7,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,5,5,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,2,2,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,Pupa,,,2,2,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,2,2,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,Pupa,,,2,2,
2022-07-15,2,P08,CON,N,1,Arthropoda,Collembola,,,,,,,,2,2,
2022-07-15,2,P08,CON,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,30,30,
2022-07-15,2,P08,CON,N,1,Cnidaria,Hydrozoa,Hydreyueduoida,Hydridae,,,,,,4,4,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-07-15,2,P08,CON,N,1,Crustacea,Ostracoda (azul),,,,,,,,50,50,
2022-07-15,2,P08,CON,N,1,Crustacea,Ostracoda (redondo),,,,,,,,26,26,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Heteroptera,Notonectidae,Anisops,sp,,,,4,4,
2022-07-15,2,P08,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,194,388,
2022-07-15,2,P08,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,118,236,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,43,43,
2022-07-15,2,P08,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,39,39,
2022-07-15,2,P08,CON,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,42,42,
2022-07-15,2,P08,CON,N,1,Crustacea,Ostracoda (largo),,,,,,,,225,225,
2022-07-15,2,P08,CON,Y,2,Annelida,Oligochaeta,,,,,,,,42,84,
2022-07-15,2,P09,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,52,52,
2022-07-15,2,P09,AWD,N,1,Nematoda,,,,,,,,,15,15,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,1,1,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,14,14,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Collembola,,,,,,,,6,6,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-07-15,2,P09,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,4,4,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,3,3,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,1,1,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,1,1,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Diptera,Ephydridae,,,,,,1,1,
2022-07-15,2,P09,AWD,N,1,,,,,,,,Pupa diptero,,1,1,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,12,12,
2022-07-15,2,P09,AWD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,22,22,
2022-07-15,2,P09,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,32,32,
2022-07-15,2,P09,AWD,N,1,Annelida,Oligochaeta,,,,,,,,70,70,
2022-07-15,2,P09,AWD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,1,1,
2022-07-15,2,P10,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,5,5,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,10,10,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,5,5,
2022-07-15,2,P10,AWD,N,1,Nematoda,,,,,,,,,56,56,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,4,4,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,5,5,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,2,2,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,5,5,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Collembola,,,,,,,,16,16,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,Pupa,,,1,1,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,1,1,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,2,2,
2022-07-15,2,P10,AWD,N,1,Crustacea,Ostracoda (redondo),,,,,,,,10,10,
2022-07-15,2,P10,AWD,N,1,Crustacea,Ostracoda (azul),,,,,,,,4,4,
2022-07-15,2,P10,AWD,N,1,Crustacea,Ostracoda (4),,,,,,,,6,6,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,Pupa,,,4,4,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,1,1,
2022-07-15,2,P10,AWD,N,1,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,sp,,,,1,1,
2022-07-15,2,P10,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,157,157,
2022-07-15,2,P10,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,376,376,
2022-07-15,2,P10,AWD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,183,183,
2022-07-15,2,P10,AWD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,4,4,
2022-07-15,2,P10,AWD,N,1,Crustacea,Ostracoda (largo),,,,,,,,5,5,
2022-07-15,2,P10,AWD,N,1,Annelida,Oligochaeta,,,,,,,,225,225,
2022-07-15,2,P11,MSD,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,3,3,
2022-07-15,2,P11,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,287,574,
2022-07-15,2,P11,MSD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,35,35,
2022-07-15,2,P11,MSD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Planorbis,sp,,,,20,20,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,sp,,,,1,1,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,1,1,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,3,3,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,13,13,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,2,2,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,20,20,
2022-07-15,2,P11,MSD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,10,10,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Collembola,,,,,,,,10,10,
2022-07-15,2,P11,MSD,N,1,Nematoda,,,,,,,,,6,6,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Heteroptera,Mesoveliidae,Mesovelia,vittigera,,,,3,3,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,4,4,
2022-07-15,2,P11,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,2,2,
2022-07-15,2,P11,MSD,N,1,,,,,,,,Pupa diptero 2,,1,1,
2022-07-15,2,P11,MSD,N,1,,,,,,,,Pupa diptero,,1,1,
2022-07-15,2,P11,MSD,N,1,Crustacea,Ostracoda (largo),,,,,,,,2,2,
2022-07-15,2,P11,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,92,184,
2022-07-15,2,P11,MSD,Y,2,Annelida,Oligochaeta,,,,,,,,152,304,
2022-07-15,2,P12,CON,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,82,82,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,20,20,
2022-07-15,2,P12,CON,Y,2,Crustacea,Ostracoda (azul),,,,,,,,36,72,
2022-07-15,2,P12,CON,Y,2,Crustacea,Ostracoda (redondo),,,,,,,,33,66,
2022-07-15,2,P12,CON,N,1,Arthropoda,Collembola,,,,,,,,3,3,
2022-07-15,2,P12,CON,Y,2,Crustacea,Ostracoda (4),,,,,,,,123,246,
2022-07-15,2,P12,CON,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,36,36,
2022-07-15,2,P12,CON,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,52,52,
2022-07-15,2,P12,CON,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Planorbis,sp,,,,11,11,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,sp,,,,22,22,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Larvae,,,6,6,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,1,1,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Helochares,sp,Larvae,,,1,1,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Anopheles,sp,,,,2,2,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Heteroptera,Gerridae,Gerris,sp,,,,5,5,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,fonscolombii,,,,1,1,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,elegans,,,,1,1,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,,,Pupa,,,4,4,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,5,5,
2022-07-15,2,P12,CON,N,1,Annelida,Oligochaeta,,,,,,,,61,61,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,Pupa,,,1,1,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,2,2,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,1,1,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,,,1,1,
2022-07-15,2,P12,CON,Y,2,Crustacea,Ostracoda (largo),,,,,,,,76,152,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,23,23,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Heteroptera,Notonectidae,Anisops,sp,,,,12,12,Enviado; sin saliente en cabeza
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscus,sp,Adult,,,1,1,Enviado; Olvidado de poner en hoja pero apuntado a lista de enviados
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,26,26,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,5,5,
2022-07-15,2,P12,CON,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,37,37,
2022-07-15,2,P12,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,349,698,
2022-07-15,2,P12,CON,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,30,60,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,16,16,
2022-07-15,2,P13,MSD,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,1,1,
2022-07-15,2,P13,MSD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Planorbis,sp,,,,2,2,
2022-07-15,2,P13,MSD,N,1,Mollusca,Gastropoda,Basommatophora,Planorbidae,Gyraulus,sp,,,,35,35,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,13,13,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,,,,19,19,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Heteroptera,Mesoveliidae,Mesovelia,vittigera,,,,1,1,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Heteroptera,Veliidae,Microvelia,pygmaea,,,,4,4,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,1,1,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Collembola,,,,,,,,5,5,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,1,1,
2022-07-15,2,P13,MSD,N,1,Crustacea,Branchiopoda,Cladocera,Daphniidae/ Moinidae,,,,,,1,1,
2022-07-15,2,P13,MSD,N,1,Nematoda,,,,,,,,,8,8,
2022-07-15,2,P13,MSD,N,1,,,,,,,,Pupa diptero 2,,7,7,
2022-07-15,2,P13,MSD,N,1,Crustacea,Copepoda,Cyclopoida,,,,,,,2,2,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,1,1,
2022-07-15,2,P13,MSD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydaticus,sp,Larvae,,,1,1,
2022-07-15,2,P13,MSD,N,1,,,,,,,,Pupa diptero 3,,1,1,
2022-07-15,2,P13,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Physidae,Physa,acuta,,,,179,358,
2022-07-15,2,P13,MSD,Y,2,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,169,338,
2022-07-15,2,P13,MSD,N,1,Annelida,Oligochaeta,,,,,,,,217,217,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Orthocladiinae,,,,,,19,19,
2022-07-15,2,P14,AWD,N,1,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Radix,sp,,,,3,3,
2022-07-15,2,P14,AWD,N,1,Crustacea,Malacostraca,Decapoda,Cambaridae,Procambarus,clarkii,,,,8,8,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Ceratopogoninae,,,,,,2,2,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Heteroptera,Corixinae,,,,,,5,5,
2022-07-15,2,P14,AWD,N,1,Nematoda,,,,,,,,,73,73,
2022-07-15,2,P14,AWD,N,1,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,sp,,,,1,1,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Coleoptera,Curculionidae,,,Adult,,,3,3,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Coleoptera,Dytiscidae,Bidessus/ Hydroglyphus,sp,Adult,,,4,4,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,,,4,4,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Chironominae,,,Pupa,,,8,8,
2022-07-15,2,P14,AWD,N,1,Arthropoda,Insecta,Diptera,Culicinae,Culex,sp,,,,4,4,
